"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10768627, SEN S/N: 10768627)","Temp, °C (LGR S/N: 10768627, SEN S/N: 10768627)","Coupler Detached (LGR S/N: 10768627)","Coupler Attached (LGR S/N: 10768627)","Stopped (LGR S/N: 10768627)","End Of File (LGR S/N: 10768627)"
618,07/20/16 07:51:23 PM,5.84,27.90,,,,
619,07/20/16 08:06:23 PM,5.89,27.84,,,,
620,07/20/16 08:21:23 PM,5.80,27.78,,,,
621,07/20/16 08:36:23 PM,5.73,27.70,,,,
622,07/20/16 08:51:23 PM,5.63,27.64,,,,
623,07/20/16 09:06:23 PM,5.54,27.58,,,,
624,07/20/16 09:21:23 PM,5.52,27.54,,,,
625,07/20/16 09:36:23 PM,5.43,27.48,,,,
626,07/20/16 09:51:23 PM,5.43,27.44,,,,
627,07/20/16 10:06:23 PM,5.40,27.38,,,,
628,07/20/16 10:21:23 PM,5.42,27.34,,,,
629,07/20/16 10:36:23 PM,5.42,27.28,,,,
630,07/20/16 10:51:23 PM,5.34,27.24,,,,
631,07/20/16 11:06:23 PM,5.29,27.20,,,,
632,07/20/16 11:21:23 PM,5.20,27.16,,,,
633,07/20/16 11:36:23 PM,5.32,27.12,,,,
634,07/20/16 11:51:23 PM,5.31,27.08,,,,
635,07/21/16 12:06:23 AM,5.32,27.04,,,,
636,07/21/16 12:21:23 AM,5.24,27.00,,,,
637,07/21/16 12:36:23 AM,5.25,26.96,,,,
638,07/21/16 12:51:23 AM,5.25,26.92,,,,
639,07/21/16 01:06:23 AM,5.25,26.88,,,,
640,07/21/16 01:21:23 AM,5.35,26.84,,,,
641,07/21/16 01:36:23 AM,5.28,26.80,,,,
642,07/21/16 01:51:23 AM,5.19,26.74,,,,
643,07/21/16 02:06:23 AM,5.12,26.70,,,,
644,07/21/16 02:21:23 AM,5.14,26.64,,,,
645,07/21/16 02:36:23 AM,5.09,26.60,,,,
646,07/21/16 02:51:23 AM,5.02,26.56,,,,
647,07/21/16 03:06:23 AM,5.10,26.50,,,,
648,07/21/16 03:21:23 AM,5.14,26.46,,,,
649,07/21/16 03:36:23 AM,5.08,26.40,,,,
650,07/21/16 03:51:23 AM,5.07,26.36,,,,
651,07/21/16 04:06:23 AM,5.18,26.30,,,,
652,07/21/16 04:21:23 AM,5.22,26.26,,,,
653,07/21/16 04:36:23 AM,5.26,26.20,,,,
654,07/21/16 04:51:23 AM,5.20,26.16,,,,
655,07/21/16 05:06:23 AM,5.27,26.12,,,,
656,07/21/16 05:21:23 AM,5.32,26.06,,,,
657,07/21/16 05:36:23 AM,5.28,26.02,,,,
658,07/21/16 05:51:23 AM,5.24,25.96,,,,
659,07/21/16 06:06:23 AM,5.24,25.92,,,,
660,07/21/16 06:21:23 AM,5.28,25.88,,,,
661,07/21/16 06:36:23 AM,5.25,25.84,,,,
662,07/21/16 06:51:23 AM,5.22,25.82,,,,
663,07/21/16 07:06:23 AM,5.18,25.78,,,,
664,07/21/16 07:21:23 AM,5.16,25.76,,,,
665,07/21/16 07:36:23 AM,5.11,25.76,,,,
666,07/21/16 07:51:23 AM,5.03,25.76,,,,
667,07/21/16 08:06:23 AM,5.02,25.78,,,,
668,07/21/16 08:21:23 AM,5.06,25.82,,,,
669,07/21/16 08:36:23 AM,5.00,25.86,,,,
670,07/21/16 08:51:23 AM,5.06,25.90,,,,
671,07/21/16 09:06:23 AM,5.15,25.96,,,,
672,07/21/16 09:21:23 AM,5.27,26.04,,,,
673,07/21/16 09:36:23 AM,5.30,26.14,,,,
674,07/21/16 09:51:23 AM,5.40,26.28,,,,
675,07/21/16 10:06:23 AM,5.56,26.42,,,,
676,07/21/16 10:21:23 AM,5.69,26.58,,,,
677,07/21/16 10:36:23 AM,5.75,26.72,,,,
678,07/21/16 10:51:23 AM,5.82,26.84,,,,
679,07/21/16 11:06:23 AM,5.94,27.02,,,,
680,07/21/16 11:21:23 AM,6.07,27.18,,,,
681,07/21/16 11:36:23 AM,6.09,27.28,,,,
682,07/21/16 11:51:23 AM,6.27,27.44,,,,
683,07/21/16 12:06:23 PM,6.28,27.54,,,,
684,07/21/16 12:21:23 PM,6.39,27.68,,,,
685,07/21/16 12:36:23 PM,6.42,27.80,,,,
686,07/21/16 12:51:23 PM,6.58,27.94,,,,
687,07/21/16 01:06:23 PM,6.66,28.10,,,,
688,07/21/16 01:21:23 PM,6.73,28.20,,,,
689,07/21/16 01:36:23 PM,6.70,28.28,,,,
690,07/21/16 01:51:23 PM,6.74,28.42,,,,
691,07/21/16 02:06:23 PM,6.72,28.48,,,,
692,07/21/16 02:21:23 PM,6.77,28.50,,,,
693,07/21/16 02:36:23 PM,6.70,28.52,,,,
694,07/21/16 02:51:23 PM,6.74,28.54,,,,
695,07/21/16 03:06:23 PM,6.72,28.56,,,,
696,07/21/16 03:21:23 PM,6.72,28.58,,,,
697,07/21/16 03:36:23 PM,6.66,28.58,,,,
698,07/21/16 03:51:23 PM,6.62,28.56,,,,
699,07/21/16 04:06:23 PM,6.54,28.56,,,,
700,07/21/16 04:21:23 PM,6.47,28.54,,,,
701,07/21/16 04:36:23 PM,6.45,28.52,,,,
702,07/21/16 04:51:23 PM,6.44,28.52,,,,
703,07/21/16 05:06:23 PM,6.34,28.48,,,,
704,07/21/16 05:21:23 PM,6.32,28.46,,,,
705,07/21/16 05:36:23 PM,6.34,28.40,,,,
706,07/21/16 05:51:23 PM,6.33,28.36,,,,
707,07/21/16 06:06:23 PM,6.28,28.28,,,,
708,07/21/16 06:21:23 PM,6.22,28.22,,,,
709,07/21/16 06:36:23 PM,6.14,28.16,,,,
710,07/21/16 06:51:23 PM,6.10,28.10,,,,
711,07/21/16 07:06:23 PM,6.14,28.04,,,,
712,07/21/16 07:21:23 PM,6.05,27.96,,,,
713,07/21/16 07:36:23 PM,5.98,27.88,,,,
714,07/21/16 07:51:23 PM,5.90,27.80,,,,
715,07/21/16 08:06:23 PM,5.84,27.72,,,,
716,07/21/16 08:21:23 PM,5.80,27.64,,,,
717,07/21/16 08:36:23 PM,5.72,27.56,,,,
718,07/21/16 08:51:23 PM,5.72,27.50,,,,
719,07/21/16 09:06:23 PM,5.63,27.44,,,,
720,07/21/16 09:21:23 PM,5.56,27.36,,,,
721,07/21/16 09:36:23 PM,5.46,27.30,,,,
722,07/21/16 09:51:23 PM,5.35,27.26,,,,
723,07/21/16 10:06:23 PM,5.29,27.20,,,,
724,07/21/16 10:21:23 PM,5.21,27.16,,,,
725,07/21/16 10:36:23 PM,5.29,27.12,,,,
726,07/21/16 10:51:23 PM,5.21,27.06,,,,
727,07/21/16 11:06:23 PM,5.20,27.04,,,,
728,07/21/16 11:21:23 PM,5.18,27.00,,,,
729,07/21/16 11:36:23 PM,5.17,26.96,,,,
730,07/21/16 11:51:23 PM,5.11,26.94,,,,
731,07/22/16 12:06:23 AM,5.07,26.90,,,,
732,07/22/16 12:21:23 AM,5.08,26.88,,,,
733,07/22/16 12:36:23 AM,5.10,26.86,,,,
734,07/22/16 12:51:23 AM,5.22,26.82,,,,
735,07/22/16 01:06:23 AM,5.15,26.80,,,,
736,07/22/16 01:21:23 AM,5.11,26.76,,,,
737,07/22/16 01:36:23 AM,5.14,26.72,,,,
738,07/22/16 01:51:23 AM,5.15,26.70,,,,
739,07/22/16 02:06:23 AM,5.12,26.66,,,,
740,07/22/16 02:21:23 AM,5.12,26.62,,,,
741,07/22/16 02:36:23 AM,5.15,26.58,,,,
742,07/22/16 02:51:23 AM,5.17,26.54,,,,
743,07/22/16 03:06:23 AM,5.13,26.50,,,,
744,07/22/16 03:21:23 AM,5.14,26.48,,,,
745,07/22/16 03:36:23 AM,5.16,26.44,,,,
746,07/22/16 03:51:23 AM,5.17,26.40,,,,
747,07/22/16 04:06:23 AM,5.08,26.36,,,,
748,07/22/16 04:21:23 AM,5.14,26.32,,,,
749,07/22/16 04:36:23 AM,5.15,26.26,,,,
750,07/22/16 04:51:23 AM,5.12,26.22,,,,
751,07/22/16 05:06:23 AM,5.14,26.18,,,,
752,07/22/16 05:21:23 AM,5.13,26.14,,,,
753,07/22/16 05:36:23 AM,5.10,26.10,,,,
754,07/22/16 05:51:23 AM,5.12,26.06,,,,
755,07/22/16 06:06:23 AM,5.10,26.02,,,,
756,07/22/16 06:21:23 AM,5.07,25.98,,,,
757,07/22/16 06:36:23 AM,5.09,25.96,,,,
758,07/22/16 06:51:23 AM,5.24,25.92,,,,
759,07/22/16 07:06:23 AM,5.12,25.90,,,,
760,07/22/16 07:21:23 AM,5.12,25.90,,,,
761,07/22/16 07:36:23 AM,5.13,25.90,,,,
762,07/22/16 07:51:23 AM,5.01,25.90,,,,
763,07/22/16 08:06:23 AM,5.08,25.94,,,,
764,07/22/16 08:21:23 AM,5.10,25.98,,,,
765,07/22/16 08:36:23 AM,5.15,26.00,,,,
766,07/22/16 08:51:23 AM,5.18,26.06,,,,
767,07/22/16 09:06:23 AM,5.19,26.10,,,,
768,07/22/16 09:21:23 AM,5.27,26.20,,,,
769,07/22/16 09:36:23 AM,5.35,26.30,,,,
770,07/22/16 09:51:23 AM,5.39,26.44,,,,
771,07/22/16 10:06:23 AM,5.50,26.58,,,,
772,07/22/16 10:21:23 AM,5.72,26.72,,,,
773,07/22/16 10:36:23 AM,5.73,26.86,,,,
774,07/22/16 10:51:23 AM,5.82,26.98,,,,
775,07/22/16 11:06:23 AM,5.85,27.14,,,,
776,07/22/16 11:21:23 AM,5.91,27.32,,,,
777,07/22/16 11:36:23 AM,6.16,27.50,,,,
778,07/22/16 11:51:23 AM,6.30,27.70,,,,
779,07/22/16 12:06:23 PM,6.20,27.84,,,,
780,07/22/16 12:21:23 PM,6.30,27.98,,,,
781,07/22/16 12:36:23 PM,6.27,28.14,,,,
782,07/22/16 12:51:23 PM,6.35,28.30,,,,
783,07/22/16 01:06:23 PM,6.51,28.46,,,,
784,07/22/16 01:21:23 PM,6.46,28.62,,,,
785,07/22/16 01:36:23 PM,6.65,28.82,,,,
786,07/22/16 01:51:23 PM,6.75,28.96,,,,
787,07/22/16 02:06:23 PM,6.73,29.06,,,,
788,07/22/16 02:21:23 PM,6.75,29.14,,,,
789,07/22/16 02:36:23 PM,6.64,29.20,,,,
790,07/22/16 02:51:23 PM,6.70,29.24,,,,
791,07/22/16 03:06:23 PM,6.65,29.30,,,,
792,07/22/16 03:21:23 PM,6.68,29.32,,,,
793,07/22/16 03:36:23 PM,6.68,29.36,,,,
794,07/22/16 03:51:23 PM,6.71,29.38,,,,
795,07/22/16 04:06:23 PM,6.64,29.40,,,,
796,07/22/16 04:21:23 PM,6.61,29.42,,,,
797,07/22/16 04:36:23 PM,6.60,29.42,,,,
798,07/22/16 04:51:23 PM,6.55,29.42,,,,
799,07/22/16 05:06:23 PM,6.51,29.42,,,,
800,07/22/16 05:21:23 PM,6.38,29.40,,,,
801,07/22/16 05:36:23 PM,6.33,29.38,,,,
802,07/22/16 05:51:23 PM,6.34,29.34,,,,
803,07/22/16 06:06:23 PM,6.35,29.26,,,,
804,07/22/16 06:21:23 PM,6.25,29.20,,,,
805,07/22/16 06:36:23 PM,6.18,29.10,,,,
806,07/22/16 06:51:23 PM,6.12,29.00,,,,
807,07/22/16 07:06:23 PM,6.10,28.88,,,,
808,07/22/16 07:21:23 PM,6.02,28.78,,,,
809,07/22/16 07:36:23 PM,5.97,28.66,,,,
810,07/22/16 07:51:23 PM,5.90,28.56,,,,
811,07/22/16 08:06:23 PM,5.81,28.44,,,,
812,07/22/16 08:21:23 PM,5.81,28.34,,,,
813,07/22/16 08:36:23 PM,5.74,28.22,,,,
814,07/22/16 08:51:23 PM,5.66,28.12,,,,
815,07/22/16 09:06:23 PM,5.58,28.00,,,,
816,07/22/16 09:21:23 PM,5.51,27.90,,,,
817,07/22/16 09:36:23 PM,5.47,27.80,,,,
818,07/22/16 09:51:23 PM,5.54,27.70,,,,
819,07/22/16 10:06:23 PM,5.43,27.60,,,,
820,07/22/16 10:21:23 PM,5.34,27.54,,,,
821,07/22/16 10:36:23 PM,5.30,27.46,,,,
822,07/22/16 10:51:23 PM,5.25,27.38,,,,
823,07/22/16 11:06:23 PM,5.20,27.30,,,,
824,07/22/16 11:21:23 PM,5.19,27.24,,,,
825,07/22/16 11:36:23 PM,5.17,27.18,,,,
826,07/22/16 11:51:23 PM,5.15,27.14,,,,
827,07/23/16 12:06:23 AM,5.12,27.10,,,,
828,07/23/16 12:21:23 AM,5.12,27.06,,,,
829,07/23/16 12:36:23 AM,5.15,27.02,,,,
830,07/23/16 12:51:23 AM,5.15,27.00,,,,
831,07/23/16 01:06:23 AM,5.11,26.96,,,,
832,07/23/16 01:21:23 AM,5.12,26.92,,,,
833,07/23/16 01:36:23 AM,5.09,26.90,,,,
834,07/23/16 01:51:23 AM,5.13,26.86,,,,
835,07/23/16 02:06:23 AM,5.10,26.82,,,,
836,07/23/16 02:21:23 AM,5.08,26.80,,,,
837,07/23/16 02:36:23 AM,5.11,26.76,,,,
838,07/23/16 02:51:23 AM,5.10,26.72,,,,
839,07/23/16 03:06:23 AM,5.10,26.68,,,,
840,07/23/16 03:21:23 AM,5.11,26.64,,,,
841,07/23/16 03:36:23 AM,5.04,26.60,,,,
842,07/23/16 03:51:23 AM,5.04,26.58,,,,
843,07/23/16 04:06:23 AM,5.07,26.54,,,,
844,07/23/16 04:21:23 AM,5.08,26.50,,,,
845,07/23/16 04:36:23 AM,5.08,26.46,,,,
846,07/23/16 04:51:23 AM,5.02,26.42,,,,
847,07/23/16 05:06:23 AM,5.02,26.38,,,,
848,07/23/16 05:21:23 AM,5.03,26.36,,,,
849,07/23/16 05:36:23 AM,5.02,26.30,,,,
850,07/23/16 05:51:23 AM,4.99,26.28,,,,
851,07/23/16 06:06:23 AM,5.00,26.24,,,,
852,07/23/16 06:21:23 AM,5.02,26.22,,,,
853,07/23/16 06:36:23 AM,5.01,26.18,,,,
854,07/23/16 06:51:23 AM,4.97,26.16,,,,
855,07/23/16 07:06:23 AM,4.89,26.14,,,,
856,07/23/16 07:21:23 AM,4.85,26.12,,,,
857,07/23/16 07:36:23 AM,4.83,26.12,,,,
858,07/23/16 07:51:23 AM,4.83,26.14,,,,
859,07/23/16 08:06:23 AM,4.80,26.18,,,,
860,07/23/16 08:21:23 AM,4.84,26.22,,,,
861,07/23/16 08:36:23 AM,4.86,26.26,,,,
862,07/23/16 08:51:23 AM,4.93,26.30,,,,
863,07/23/16 09:06:23 AM,4.94,26.36,,,,
864,07/23/16 09:21:23 AM,5.14,26.46,,,,
865,07/23/16 09:36:23 AM,5.06,26.58,,,,
866,07/23/16 09:51:23 AM,5.25,26.72,,,,
867,07/23/16 10:06:23 AM,5.40,26.88,,,,
868,07/23/16 10:21:23 AM,5.46,27.02,,,,
869,07/23/16 10:36:23 AM,5.47,27.14,,,,
870,07/23/16 10:51:23 AM,5.58,27.28,,,,
871,07/23/16 11:06:23 AM,5.66,27.44,,,,
872,07/23/16 11:21:23 AM,5.72,27.62,,,,
873,07/23/16 11:36:23 AM,6.06,27.84,,,,
874,07/23/16 11:51:23 AM,6.04,28.02,,,,
875,07/23/16 12:06:23 PM,6.07,28.22,,,,
876,07/23/16 12:21:23 PM,6.18,28.38,,,,
877,07/23/16 12:36:23 PM,6.35,28.56,,,,
878,07/23/16 12:51:23 PM,7.58,28.78,,,,
879,07/23/16 12:52:46 PM,,,,Logged,,
880,07/23/16 12:52:49 PM,,,,,Logged,Logged
