"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10768627, SEN S/N: 10768627)","Temp, °C (LGR S/N: 10768627, SEN S/N: 10768627)","Coupler Detached (LGR S/N: 10768627)","Coupler Attached (LGR S/N: 10768627)","Stopped (LGR S/N: 10768627)","End Of File (LGR S/N: 10768627)"
37,07/11/16 03:36:23 PM,7.12,27.00,,,,
38,07/11/16 03:51:23 PM,7.09,27.00,,,,
39,07/11/16 04:06:23 PM,7.01,26.96,,,,
40,07/11/16 04:21:23 PM,6.94,26.90,,,,
41,07/11/16 04:36:23 PM,6.88,26.88,,,,
42,07/11/16 04:51:23 PM,6.83,26.84,,,,
43,07/11/16 05:06:23 PM,6.76,26.82,,,,
44,07/11/16 05:21:23 PM,6.70,26.82,,,,
45,07/11/16 05:36:23 PM,6.69,26.82,,,,
46,07/11/16 05:51:23 PM,6.71,26.84,,,,
47,07/11/16 06:06:23 PM,6.72,26.88,,,,
48,07/11/16 06:21:23 PM,6.74,26.90,,,,
49,07/11/16 06:36:23 PM,6.73,26.92,,,,
50,07/11/16 06:51:23 PM,6.71,26.94,,,,
51,07/11/16 07:06:23 PM,6.66,26.92,,,,
52,07/11/16 07:21:23 PM,6.63,26.90,,,,
53,07/11/16 07:36:23 PM,6.57,26.88,,,,
54,07/11/16 07:51:23 PM,6.53,26.84,,,,
55,07/11/16 08:06:23 PM,6.47,26.80,,,,
56,07/11/16 08:21:23 PM,6.41,26.76,,,,
57,07/11/16 08:36:23 PM,6.36,26.70,,,,
58,07/11/16 08:51:23 PM,6.32,26.64,,,,
59,07/11/16 09:06:23 PM,6.27,26.58,,,,
60,07/11/16 09:21:23 PM,6.24,26.52,,,,
61,07/11/16 09:36:23 PM,6.22,26.48,,,,
62,07/11/16 09:51:23 PM,6.19,26.42,,,,
63,07/11/16 10:06:23 PM,6.17,26.36,,,,
64,07/11/16 10:21:23 PM,6.17,26.32,,,,
65,07/11/16 10:36:23 PM,6.15,26.26,,,,
66,07/11/16 10:51:23 PM,6.14,26.22,,,,
67,07/11/16 11:06:23 PM,6.14,26.16,,,,
68,07/11/16 11:21:23 PM,6.11,26.10,,,,
69,07/11/16 11:36:23 PM,6.09,26.04,,,,
70,07/11/16 11:51:23 PM,6.08,26.00,,,,
71,07/12/16 12:06:23 AM,6.06,25.94,,,,
72,07/12/16 12:21:23 AM,6.05,25.88,,,,
73,07/12/16 12:36:23 AM,6.04,25.82,,,,
74,07/12/16 12:51:23 AM,6.02,25.76,,,,
75,07/12/16 01:06:23 AM,6.03,25.70,,,,
76,07/12/16 01:21:23 AM,6.01,25.66,,,,
77,07/12/16 01:36:23 AM,6.01,25.60,,,,
78,07/12/16 01:51:23 AM,6.00,25.54,,,,
79,07/12/16 02:06:23 AM,5.98,25.50,,,,
80,07/12/16 02:21:23 AM,5.98,25.46,,,,
81,07/12/16 02:36:23 AM,5.98,25.42,,,,
82,07/12/16 02:51:23 AM,5.96,25.38,,,,
83,07/12/16 03:06:23 AM,5.96,25.34,,,,
84,07/12/16 03:21:23 AM,5.96,25.30,,,,
85,07/12/16 03:36:23 AM,5.96,25.28,,,,
86,07/12/16 03:51:23 AM,5.93,25.24,,,,
87,07/12/16 04:06:23 AM,5.93,25.22,,,,
88,07/12/16 04:21:23 AM,5.94,25.18,,,,
89,07/12/16 04:36:23 AM,5.89,25.14,,,,
90,07/12/16 04:51:23 AM,5.92,25.12,,,,
91,07/12/16 05:06:23 AM,5.94,25.08,,,,
92,07/12/16 05:21:23 AM,5.91,25.04,,,,
93,07/12/16 05:36:23 AM,5.89,25.02,,,,
94,07/12/16 05:51:23 AM,5.88,24.98,,,,
95,07/12/16 06:06:23 AM,5.88,24.96,,,,
96,07/12/16 06:21:23 AM,5.83,24.94,,,,
97,07/12/16 06:36:23 AM,5.88,24.92,,,,
98,07/12/16 06:51:23 AM,5.80,24.90,,,,
99,07/12/16 07:06:23 AM,5.87,24.90,,,,
100,07/12/16 07:21:23 AM,5.86,24.90,,,,
101,07/12/16 07:36:23 AM,5.85,24.88,,,,
102,07/12/16 07:51:23 AM,5.88,24.90,,,,
103,07/12/16 08:06:23 AM,5.88,24.90,,,,
104,07/12/16 08:21:23 AM,5.92,24.94,,,,
105,07/12/16 08:36:23 AM,5.86,24.94,,,,
106,07/12/16 08:51:23 AM,5.91,25.00,,,,
107,07/12/16 09:06:23 AM,5.96,25.04,,,,
108,07/12/16 09:21:23 AM,6.03,25.12,,,,
109,07/12/16 09:36:23 AM,6.16,25.18,,,,
110,07/12/16 09:51:23 AM,6.21,25.28,,,,
111,07/12/16 10:06:23 AM,6.26,25.34,,,,
112,07/12/16 10:21:23 AM,6.35,25.42,,,,
113,07/12/16 10:36:23 AM,6.38,25.48,,,,
114,07/12/16 10:51:23 AM,6.41,25.54,,,,
115,07/12/16 11:06:23 AM,6.41,25.58,,,,
116,07/12/16 11:21:23 AM,6.47,25.64,,,,
117,07/12/16 11:36:23 AM,6.53,25.78,,,,
118,07/12/16 11:51:23 AM,6.51,25.92,,,,
119,07/12/16 12:06:23 PM,6.56,26.04,,,,
120,07/12/16 12:21:23 PM,6.54,26.16,,,,
121,07/12/16 12:36:23 PM,6.53,26.28,,,,
122,07/12/16 12:51:23 PM,6.62,26.44,,,,
123,07/12/16 01:06:23 PM,6.71,26.60,,,,
124,07/12/16 01:21:23 PM,6.78,26.78,,,,
125,07/12/16 01:36:23 PM,6.80,26.94,,,,
126,07/12/16 01:51:23 PM,6.84,27.12,,,,
127,07/12/16 02:06:23 PM,6.87,27.22,,,,
128,07/12/16 02:21:23 PM,6.83,27.28,,,,
129,07/12/16 02:36:23 PM,6.86,27.34,,,,
130,07/12/16 02:51:23 PM,6.82,27.38,,,,
131,07/12/16 03:06:23 PM,6.84,27.44,,,,
132,07/12/16 03:21:23 PM,6.78,27.48,,,,
133,07/12/16 03:36:23 PM,6.77,27.50,,,,
134,07/12/16 03:51:23 PM,6.72,27.50,,,,
135,07/12/16 04:06:23 PM,6.68,27.52,,,,
136,07/12/16 04:21:23 PM,6.66,27.54,,,,
137,07/12/16 04:36:23 PM,6.74,27.56,,,,
138,07/12/16 04:51:23 PM,6.68,27.56,,,,
139,07/12/16 05:06:23 PM,6.61,27.56,,,,
140,07/12/16 05:21:23 PM,6.58,27.56,,,,
141,07/12/16 05:36:23 PM,6.54,27.54,,,,
142,07/12/16 05:51:23 PM,6.43,27.50,,,,
143,07/12/16 06:06:23 PM,6.36,27.44,,,,
144,07/12/16 06:21:23 PM,6.26,27.38,,,,
145,07/12/16 06:36:23 PM,6.20,27.34,,,,
146,07/12/16 06:51:23 PM,6.16,27.32,,,,
147,07/12/16 07:06:23 PM,6.17,27.32,,,,
148,07/12/16 07:21:23 PM,6.15,27.30,,,,
149,07/12/16 07:36:23 PM,6.06,27.26,,,,
150,07/12/16 07:51:23 PM,6.05,27.24,,,,
151,07/12/16 08:06:23 PM,5.98,27.18,,,,
152,07/12/16 08:21:23 PM,5.90,27.14,,,,
153,07/12/16 08:36:23 PM,5.87,27.10,,,,
154,07/12/16 08:51:23 PM,5.84,27.04,,,,
155,07/12/16 09:06:23 PM,5.82,27.00,,,,
156,07/12/16 09:21:23 PM,5.78,26.96,,,,
157,07/12/16 09:36:23 PM,5.74,26.92,,,,
158,07/12/16 09:51:23 PM,5.73,26.88,,,,
159,07/12/16 10:06:23 PM,5.73,26.84,,,,
160,07/12/16 10:21:23 PM,5.73,26.80,,,,
161,07/12/16 10:36:23 PM,5.68,26.78,,,,
162,07/12/16 10:51:23 PM,5.69,26.74,,,,
163,07/12/16 11:06:23 PM,5.68,26.70,,,,
164,07/12/16 11:21:23 PM,5.69,26.66,,,,
165,07/12/16 11:36:23 PM,5.70,26.64,,,,
166,07/12/16 11:51:23 PM,5.68,26.60,,,,
167,07/13/16 12:06:23 AM,5.65,26.56,,,,
168,07/13/16 12:21:23 AM,5.65,26.54,,,,
169,07/13/16 12:36:23 AM,5.63,26.50,,,,
170,07/13/16 12:51:23 AM,5.68,26.46,,,,
171,07/13/16 01:06:23 AM,5.66,26.42,,,,
172,07/13/16 01:21:23 AM,5.64,26.38,,,,
173,07/13/16 01:36:23 AM,5.62,26.34,,,,
174,07/13/16 01:51:23 AM,5.66,26.28,,,,
175,07/13/16 02:06:23 AM,5.66,26.24,,,,
176,07/13/16 02:21:23 AM,5.64,26.20,,,,
177,07/13/16 02:36:23 AM,5.57,26.16,,,,
178,07/13/16 02:51:23 AM,5.57,26.12,,,,
179,07/13/16 03:06:23 AM,5.56,26.06,,,,
180,07/13/16 03:21:23 AM,5.56,26.02,,,,
181,07/13/16 03:36:23 AM,5.55,25.98,,,,
182,07/13/16 03:51:23 AM,5.58,25.92,,,,
183,07/13/16 04:06:23 AM,5.60,25.88,,,,
184,07/13/16 04:21:23 AM,5.60,25.84,,,,
185,07/13/16 04:36:23 AM,5.57,25.78,,,,
186,07/13/16 04:51:23 AM,5.63,25.74,,,,
187,07/13/16 05:06:23 AM,5.60,25.68,,,,
188,07/13/16 05:21:23 AM,5.63,25.64,,,,
189,07/13/16 05:36:23 AM,5.61,25.58,,,,
190,07/13/16 05:51:23 AM,5.61,25.54,,,,
191,07/13/16 06:06:23 AM,5.60,25.50,,,,
192,07/13/16 06:21:23 AM,5.62,25.46,,,,
193,07/13/16 06:36:23 AM,5.60,25.42,,,,
194,07/13/16 06:51:23 AM,5.65,25.38,,,,
195,07/13/16 07:06:23 AM,5.63,25.36,,,,
196,07/13/16 07:21:23 AM,5.65,25.34,,,,
197,07/13/16 07:36:23 AM,5.65,25.32,,,,
198,07/13/16 07:51:23 AM,5.69,25.30,,,,
199,07/13/16 08:06:23 AM,5.74,25.32,,,,
200,07/13/16 08:21:23 AM,5.79,25.30,,,,
201,07/13/16 08:36:23 AM,5.81,25.32,,,,
202,07/13/16 08:51:23 AM,5.84,25.36,,,,
203,07/13/16 09:06:23 AM,5.89,25.38,,,,
204,07/13/16 09:21:23 AM,5.99,25.44,,,,
205,07/13/16 09:36:23 AM,6.07,25.50,,,,
206,07/13/16 09:51:23 AM,6.16,25.56,,,,
207,07/13/16 10:06:23 AM,6.26,25.66,,,,
208,07/13/16 10:21:23 AM,6.35,25.76,,,,
209,07/13/16 10:36:23 AM,6.46,25.90,,,,
210,07/13/16 10:51:23 AM,6.53,26.02,,,,
211,07/13/16 11:06:23 AM,6.62,26.16,,,,
212,07/13/16 11:21:23 AM,6.72,26.32,,,,
213,07/13/16 11:36:23 AM,6.79,26.50,,,,
214,07/13/16 11:51:23 AM,6.87,26.70,,,,
215,07/13/16 12:06:23 PM,6.92,26.86,,,,
216,07/13/16 12:21:23 PM,6.96,27.04,,,,
217,07/13/16 12:36:23 PM,7.00,27.16,,,,
218,07/13/16 12:51:23 PM,7.04,27.30,,,,
219,07/13/16 01:06:23 PM,7.08,27.42,,,,
220,07/13/16 01:21:23 PM,7.09,27.50,,,,
221,07/13/16 01:36:23 PM,7.07,27.58,,,,
222,07/13/16 01:51:23 PM,7.07,27.64,,,,
223,07/13/16 02:06:23 PM,7.06,27.70,,,,
224,07/13/16 02:21:23 PM,7.06,27.76,,,,
225,07/13/16 02:36:23 PM,7.05,27.82,,,,
226,07/13/16 02:51:23 PM,7.01,27.88,,,,
227,07/13/16 03:06:23 PM,6.99,27.92,,,,
228,07/13/16 03:21:23 PM,6.99,27.98,,,,
229,07/13/16 03:36:23 PM,6.99,28.02,,,,
230,07/13/16 03:51:23 PM,6.99,28.08,,,,
231,07/13/16 04:06:23 PM,6.97,28.12,,,,
232,07/13/16 04:21:23 PM,6.95,28.16,,,,
233,07/13/16 04:36:23 PM,6.89,28.14,,,,
234,07/13/16 04:51:23 PM,6.86,28.14,,,,
235,07/13/16 05:06:23 PM,6.81,28.12,,,,
236,07/13/16 05:21:23 PM,6.76,28.12,,,,
237,07/13/16 05:36:23 PM,6.70,28.10,,,,
238,07/13/16 05:51:23 PM,6.63,28.06,,,,
239,07/13/16 06:06:23 PM,6.54,28.02,,,,
240,07/13/16 06:21:23 PM,6.51,27.98,,,,
241,07/13/16 06:36:23 PM,6.44,27.94,,,,
242,07/13/16 06:51:23 PM,6.39,27.92,,,,
243,07/13/16 07:06:23 PM,6.34,27.88,,,,
244,07/13/16 07:21:23 PM,6.28,27.84,,,,
245,07/13/16 07:36:23 PM,6.21,27.80,,,,
246,07/13/16 07:51:23 PM,6.14,27.76,,,,
247,07/13/16 08:06:23 PM,6.08,27.74,,,,
248,07/13/16 08:21:23 PM,6.04,27.70,,,,
249,07/13/16 08:36:23 PM,6.02,27.66,,,,
250,07/13/16 08:51:23 PM,5.99,27.64,,,,
251,07/13/16 09:06:23 PM,5.97,27.60,,,,
252,07/13/16 09:21:23 PM,5.94,27.56,,,,
253,07/13/16 09:36:23 PM,5.89,27.54,,,,
254,07/13/16 09:51:23 PM,5.86,27.50,,,,
255,07/13/16 10:06:23 PM,5.86,27.46,,,,
256,07/13/16 10:21:23 PM,5.82,27.44,,,,
257,07/13/16 10:36:23 PM,5.79,27.40,,,,
258,07/13/16 10:51:23 PM,5.82,27.36,,,,
259,07/13/16 11:06:23 PM,5.81,27.32,,,,
260,07/13/16 11:21:23 PM,5.81,27.28,,,,
261,07/13/16 11:36:23 PM,5.79,27.24,,,,
262,07/13/16 11:51:23 PM,5.80,27.20,,,,
263,07/14/16 12:06:23 AM,5.80,27.16,,,,
264,07/14/16 12:21:23 AM,5.78,27.12,,,,
265,07/14/16 12:36:23 AM,5.78,27.08,,,,
266,07/14/16 12:51:23 AM,5.76,27.04,,,,
267,07/14/16 01:06:23 AM,5.75,27.00,,,,
268,07/14/16 01:21:23 AM,5.74,26.94,,,,
269,07/14/16 01:36:23 AM,5.72,26.90,,,,
270,07/14/16 01:51:23 AM,5.73,26.84,,,,
271,07/14/16 02:06:23 AM,5.74,26.80,,,,
272,07/14/16 02:21:23 AM,5.71,26.74,,,,
273,07/14/16 02:36:23 AM,5.71,26.70,,,,
274,07/14/16 02:51:23 AM,5.71,26.66,,,,
275,07/14/16 03:06:23 AM,5.70,26.60,,,,
276,07/14/16 03:21:23 AM,5.70,26.54,,,,
277,07/14/16 03:36:23 AM,5.71,26.50,,,,
278,07/14/16 03:51:23 AM,5.71,26.44,,,,
279,07/14/16 04:06:23 AM,5.72,26.38,,,,
280,07/14/16 04:21:23 AM,5.70,26.32,,,,
281,07/14/16 04:36:23 AM,5.71,26.26,,,,
282,07/14/16 04:51:23 AM,5.73,26.20,,,,
283,07/14/16 05:06:23 AM,5.73,26.14,,,,
284,07/14/16 05:21:23 AM,5.72,26.06,,,,
285,07/14/16 05:36:23 AM,5.74,26.00,,,,
286,07/14/16 05:51:23 AM,5.74,25.96,,,,
287,07/14/16 06:06:23 AM,5.74,25.90,,,,
288,07/14/16 06:21:23 AM,5.75,25.84,,,,
289,07/14/16 06:36:23 AM,5.75,25.80,,,,
290,07/14/16 06:51:23 AM,5.75,25.76,,,,
291,07/14/16 07:06:23 AM,5.76,25.72,,,,
292,07/14/16 07:21:23 AM,5.76,25.72,,,,
293,07/14/16 07:36:23 AM,5.80,25.70,,,,
294,07/14/16 07:51:23 AM,5.82,25.70,,,,
295,07/14/16 08:06:23 AM,5.85,25.72,,,,
296,07/14/16 08:21:23 AM,5.87,25.76,,,,
297,07/14/16 08:36:23 AM,5.90,25.80,,,,
298,07/14/16 08:51:23 AM,5.97,25.86,,,,
299,07/14/16 09:06:23 AM,6.02,25.94,,,,
300,07/14/16 09:21:23 AM,6.08,26.04,,,,
301,07/14/16 09:36:23 AM,6.15,26.14,,,,
302,07/14/16 09:50:22 AM,,,,Logged,,
303,07/14/16 09:50:27 AM,,,,,Logged,Logged
